TIMESTAMP,
단위,
factor,
초기치,
2022-09-17 01:20,-0.038441
2022-09-17 01:25,-0.038439
2022-09-17 01:30,-0.038437
2022-09-17 01:35,-0.038408
2022-09-17 01:40,-0.038406
2022-09-17 01:45,-0.038404
2022-09-17 01:50,-0.038690
2022-09-17 01:55,-0.038689
2022-09-17 02:00,-0.038717
2022-09-17 02:05,-0.038745
2022-09-17 02:10,-0.039030
2022-09-17 02:15,-0.039316
2022-09-17 02:20,-0.039601
2022-09-17 02:25,-0.039620
2022-09-17 02:30,-0.039612
2022-09-17 02:35,-0.039603
2022-09-17 02:40,-0.039623
2022-09-17 02:45,-0.039520
2022-09-17 02:50,-0.039416
2022-09-17 02:55,-0.039312
2022-09-17 03:00,-0.039304
2022-09-17 03:05,-0.039233
2022-09-17 03:10,-0.039162
2022-09-17 03:15,-0.039126
2022-09-17 03:20,-0.039054
2022-09-17 03:25,-0.039019
2022-09-17 03:30,-0.038992
2022-09-17 03:35,-0.038965
2022-09-17 03:40,-0.039463
2022-09-17 03:45,-0.040005
2022-09-17 03:50,-0.040642
2022-09-17 03:55,-0.041466
2022-09-17 04:00,-0.042103
2022-09-17 04:05,-0.042604
2022-09-17 04:10,-0.043167
2022-09-17 04:15,-0.043731
2022-09-17 04:20,-0.044028
2022-09-17 04:25,-0.044360
2022-09-17 04:30,-0.044657
2022-09-17 04:35,-0.044954
2022-09-17 04:40,-0.045225
2022-09-17 04:45,-0.044415
2022-09-17 04:50,-0.043562
2022-09-17 04:55,-0.042708
2022-09-17 05:00,-0.041635
2022-09-17 05:05,-0.040739
2022-09-17 05:10,-0.039870
2022-09-17 05:15,-0.038780
2022-09-17 05:20,-0.037690
2022-09-17 05:25,-0.037052
2022-09-17 05:30,-0.036438
2022-09-17 05:35,-0.035800
2022-09-17 05:40,-0.035162
2022-09-17 05:45,-0.034509
2022-09-17 05:50,-0.034316
2022-09-17 05:55,-0.034123
2022-09-17 06:00,-0.034025
2022-09-17 06:05,-0.034001
2022-09-17 06:10,-0.034818
2022-09-17 06:15,-0.035708
2022-09-17 06:20,-0.036931
2022-09-17 06:25,-0.039956
2022-09-17 06:30,-0.042990
2022-09-17 06:35,-0.046018
2022-09-17 06:40,-0.049070
2022-09-17 06:45,-0.052279
2022-09-17 06:50,-0.055779
2022-09-17 06:55,-0.059375
2022-09-17 07:00,-0.063086
2022-09-17 07:05,-0.066702
2022-09-17 07:10,-0.069754
2022-09-17 07:15,-0.072498
2022-09-17 07:20,-0.074777
2022-09-17 07:25,-0.076827
2022-09-17 07:30,-0.077191
2022-09-17 07:35,-0.077379
2022-09-17 07:40,-0.077496
2022-09-17 07:45,-0.077613
2022-09-17 07:50,-0.077351
2022-09-17 07:55,-0.076652
2022-09-17 08:00,-0.075884
2022-09-17 08:05,-0.075000
2022-09-17 08:10,-0.074372
2022-09-17 08:15,-0.073943
2022-09-17 08:20,-0.072991
2022-09-17 08:25,-0.072445
2022-09-17 08:30,-0.071976
2022-09-17 08:35,-0.071389
2022-09-17 08:40,-0.070750
2022-09-17 08:45,-0.070164
2022-09-17 08:50,-0.069869
2022-09-17 08:55,-0.070213
2022-09-17 09:00,-0.070744
2022-09-17 09:05,-0.071345
2022-09-17 09:10,-0.071943
2022-09-17 09:15,-0.071959
2022-09-17 09:20,-0.072298
2022-09-17 09:25,-0.072637
2022-09-17 09:30,-0.072977
2022-09-17 09:35,-0.073683
2022-09-17 09:40,-0.074390
2022-09-17 09:45,-0.075096
2022-09-17 09:50,-0.075805
2022-09-17 09:55,-0.076257
2022-09-17 10:00,-0.076391
2022-09-17 10:05,-0.076733
2022-09-17 10:10,-0.077292
2022-09-17 10:15,-0.077853
2022-09-17 10:20,-0.078850
2022-09-17 10:25,-0.080002
2022-09-17 10:30,-0.081155
2022-09-17 10:35,-0.082307
2022-09-17 10:40,-0.083133
2022-09-17 10:45,-0.083803
2022-09-17 10:50,-0.084473
2022-09-17 10:55,-0.085297
2022-09-17 11:00,-0.086086
2022-09-17 11:05,-0.086620
2022-09-17 11:10,-0.086945
2022-09-17 11:15,-0.087551
2022-09-17 11:20,-0.088175
2022-09-17 11:25,-0.088797
2022-09-17 11:30,-0.089439
2022-09-17 11:35,-0.090120
2022-09-17 11:40,-0.090883
2022-09-17 11:45,-0.092075
2022-09-17 11:50,-0.093508
2022-09-17 11:55,-0.095461
2022-09-17 12:00,-0.097798
2022-09-17 12:05,-0.100136
2022-09-17 12:10,-0.102927
2022-09-17 12:15,-0.105764
2022-09-17 12:20,-0.108113
2022-09-17 12:25,-0.111078
2022-09-17 12:30,-0.113940
2022-09-17 12:35,-0.117091
2022-09-17 12:40,-0.120877
2022-09-17 12:45,-0.124731
2022-09-17 12:50,-0.128925
2022-09-17 12:55,-0.133036
2022-09-17 13:00,-0.137432
2022-09-17 13:05,-0.141992
2022-09-17 13:10,-0.146670
2022-09-17 13:15,-0.151090
2022-09-17 13:20,-0.155772
2022-09-17 13:25,-0.160487
2022-09-17 13:30,-0.165017
2022-09-17 13:35,-0.169543
2022-09-17 13:40,-0.173604
2022-09-17 13:45,-0.176990
2022-09-17 13:50,-0.180076
2022-09-17 13:55,-0.182391
2022-09-17 14:00,-0.184409
2022-09-17 14:05,-0.185578
2022-09-17 14:10,-0.185259
2022-09-17 14:15,-0.183398
2022-09-17 14:20,-0.181475
2022-09-17 14:25,-0.178688
2022-09-17 14:30,-0.175846
2022-09-17 14:35,-0.172284
2022-09-17 14:40,-0.168721
2022-09-17 14:45,-0.165159
2022-09-17 14:50,-0.161597
2022-09-17 14:55,-0.158187
2022-09-17 15:00,-0.154716
2022-09-17 15:05,-0.151541
2022-09-17 15:10,-0.148186
2022-09-17 15:15,-0.145537
2022-09-17 15:20,-0.144390
2022-09-17 15:25,-0.143552
2022-09-17 15:30,-0.143539
2022-09-17 15:35,-0.143270
2022-09-17 15:40,-0.143272
2022-09-17 15:45,-0.143275
2022-09-17 15:50,-0.143278
2022-09-17 15:55,-0.142994
2022-09-17 16:00,-0.142711
2022-09-17 16:05,-0.143546
2022-09-17 16:10,-0.144381
2022-09-17 16:15,-0.145439
2022-09-17 16:20,-0.146620
2022-09-17 16:25,-0.147722
2022-09-17 16:30,-0.147434
2022-09-17 16:35,-0.146864
2022-09-17 16:40,-0.146434
2022-09-17 16:45,-0.146004
2022-09-17 16:50,-0.145430
2022-09-17 16:55,-0.144784
2022-09-17 17:00,-0.144423
2022-09-17 17:05,-0.143563
2022-09-17 17:10,-0.141353
2022-09-17 17:15,-0.138569
2022-09-17 17:20,-0.135777
2022-09-17 17:25,-0.132667
2022-09-17 17:30,-0.129533
2022-09-17 17:35,-0.127202
2022-09-17 17:40,-0.124636
2022-09-17 17:45,-0.122196
2022-09-17 17:50,-0.119679
2022-09-17 17:55,-0.117098
2022-09-17 18:00,-0.114227
2022-09-17 18:05,-0.111115
2022-09-17 18:10,-0.108504
2022-09-17 18:15,-0.106123
2022-09-17 18:20,-0.104121
2022-09-17 18:25,-0.102126
2022-09-17 18:30,-0.100405
2022-09-17 18:35,-0.098700
2022-09-17 18:40,-0.096726
2022-09-17 18:45,-0.095571
2022-09-17 18:50,-0.094417
2022-09-17 18:55,-0.093289
2022-09-17 19:00,-0.092369
2022-09-17 19:05,-0.091812
2022-09-17 19:10,-0.090976
2022-09-17 19:15,-0.090002
2022-09-17 19:20,-0.089089
2022-09-17 19:25,-0.088182
2022-09-17 19:30,-0.087465
2022-09-17 19:35,-0.086749
2022-09-17 19:40,-0.086039
2022-09-17 19:45,-0.085902
2022-09-17 19:50,-0.085045
2022-09-17 19:55,-0.084189
2022-09-17 20:00,-0.083342
2022-09-17 20:05,-0.082247
2022-09-17 20:10,-0.081152
2022-09-17 20:15,-0.080576
2022-09-17 20:20,-0.080138
2022-09-17 20:25,-0.079699
2022-09-17 20:30,-0.079451
2022-09-17 20:35,-0.079013
2022-09-17 20:40,-0.078561
2022-09-17 20:45,-0.078109
2022-09-17 20:50,-0.077657
2022-09-17 20:55,-0.077353
2022-09-17 21:00,-0.077240
2022-09-17 21:05,-0.077446
2022-09-17 21:10,-0.077899
2022-09-17 21:15,-0.078353
2022-09-17 21:20,-0.079032
2022-09-17 21:25,-0.079485
2022-09-17 21:30,-0.079881
2022-09-17 21:35,-0.080277
2022-09-17 21:40,-0.080673
2022-09-17 21:45,-0.081150
2022-09-17 21:50,-0.081559
2022-09-17 21:55,-0.081751
2022-09-17 22:00,-0.081943
2022-09-17 22:05,-0.081943
2022-09-17 22:10,-0.081116
2022-09-17 22:15,-0.080269
2022-09-17 22:20,-0.079422
2022-09-17 22:25,-0.078147
2022-09-17 22:30,-0.077096
2022-09-17 22:35,-0.076728
2022-09-17 22:40,-0.075735
2022-09-17 22:45,-0.074726
2022-09-17 22:50,-0.073649
2022-09-17 22:55,-0.072640
2022-09-17 23:00,-0.071848
2022-09-17 23:05,-0.071104
2022-09-17 23:10,-0.070329
2022-09-17 23:15,-0.070106
2022-09-17 23:20,-0.069903
2022-09-17 23:25,-0.069683
2022-09-17 23:30,-0.069666
2022-09-17 23:35,-0.069649
2022-09-17 23:40,-0.069009
2022-09-17 23:45,-0.068992
2022-09-17 23:50,-0.068938
2022-09-17 23:55,-0.068819
2022-09-18 00:00,-0.068699
2022-09-18 00:05,-0.068463
2022-09-18 00:10,-0.068179
2022-09-18 00:15,-0.067778
2022-09-18 00:20,-0.067377
2022-09-18 00:25,-0.066921
2022-09-18 00:30,-0.066483
2022-09-18 00:35,-0.066045
2022-09-18 00:40,-0.065607
2022-09-18 00:45,-0.065112
2022-09-18 00:50,-0.064595
2022-09-18 00:55,-0.064025
2022-09-18 01:00,-0.063464
2022-09-18 01:05,-0.062903
2022-09-18 01:10,-0.062459
2022-09-18 01:15,-0.062015
2022-09-18 01:20,-0.061718
2022-09-18 01:25,-0.061422
2022-09-18 01:30,-0.061032
2022-09-18 01:35,-0.060642
2022-09-18 01:40,-0.060206
2022-09-18 01:45,-0.059769
2022-09-18 01:50,-0.059435
2022-09-18 01:55,-0.059237
2022-09-18 02:00,-0.059032
2022-09-18 02:05,-0.058884
2022-09-18 02:10,-0.058736
2022-09-18 02:15,-0.058448
2022-09-18 02:20,-0.058160
2022-09-18 02:25,-0.057873
2022-09-18 02:30,-0.057528
2022-09-18 02:35,-0.057332
2022-09-18 02:40,-0.057136
2022-09-18 02:45,-0.056986
2022-09-18 02:50,-0.056831
2022-09-18 02:55,-0.056630
2022-09-18 03:00,-0.056207
2022-09-18 03:05,-0.055898
2022-09-18 03:10,-0.055696
2022-09-18 03:15,-0.055495
2022-09-18 03:20,-0.055433
2022-09-18 03:25,-0.055371
2022-09-18 03:30,-0.055315
2022-09-18 03:35,-0.055814
2022-09-18 03:40,-0.055809
2022-09-18 03:45,-0.055696
2022-09-18 03:50,-0.056059
2022-09-18 03:55,-0.056563
2022-09-18 04:00,-0.057067
2022-09-18 04:05,-0.057680
2022-09-18 04:10,-0.058292
2022-09-18 04:15,-0.058666
2022-09-18 04:20,-0.059034
2022-09-18 04:25,-0.059402
2022-09-18 04:30,-0.059719
2022-09-18 04:35,-0.060031
2022-09-18 04:40,-0.059793
2022-09-18 04:45,-0.060058
2022-09-18 04:50,-0.060432
2022-09-18 04:55,-0.060177
2022-09-18 05:00,-0.059785
2022-09-18 05:05,-0.058802
2022-09-18 05:10,-0.057819
2022-09-18 05:15,-0.056812
2022-09-18 05:20,-0.055540
2022-09-18 05:25,-0.054263
2022-09-18 05:30,-0.052986
2022-09-18 05:35,-0.051752
2022-09-18 05:40,-0.050503
2022-09-18 05:45,-0.049305
2022-09-18 05:50,-0.048106
2022-09-18 05:55,-0.046924
2022-09-18 06:00,-0.045879
2022-09-18 06:05,-0.044750
2022-09-18 06:10,-0.044212
2022-09-18 06:15,-0.043673
2022-09-18 06:20,-0.043077
2022-09-18 06:25,-0.042801
2022-09-18 06:30,-0.042445
2022-09-18 06:35,-0.042089
2022-09-18 06:40,-0.041740
2022-09-18 06:45,-0.041407
2022-09-18 06:50,-0.041075
2022-09-18 06:55,-0.040719
2022-09-18 07:00,-0.040282
2022-09-18 07:05,-0.039861
2022-09-18 07:10,-0.039590
2022-09-18 07:15,-0.039342
2022-09-18 07:20,-0.039070
2022-09-18 07:25,-0.038880
2022-09-18 07:30,-0.038767
2022-09-18 07:35,-0.038951
2022-09-18 07:40,-0.039135
2022-09-18 07:45,-0.039112
2022-09-18 07:50,-0.039296
2022-09-18 07:55,-0.039486
2022-09-18 08:00,-0.039984
2022-09-18 08:05,-0.040640
2022-09-18 08:10,-0.041296
2022-09-18 08:15,-0.042194
2022-09-18 08:20,-0.043069
2022-09-18 08:25,-0.044043
2022-09-18 08:30,-0.045017
2022-09-18 08:35,-0.045991
2022-09-18 08:40,-0.045996
2022-09-18 08:45,-0.045472
2022-09-18 08:50,-0.045686
2022-09-18 08:55,-0.045763
2022-09-18 09:00,-0.045834
2022-09-18 09:05,-0.045621
2022-09-18 09:10,-0.045315
2022-09-18 09:15,-0.045166
2022-09-18 09:20,-0.044710
2022-09-18 09:25,-0.044301
2022-09-18 09:30,-0.043770
2022-09-18 09:35,-0.043286
2022-09-18 09:40,-0.042954
2022-09-18 09:45,-0.043507
2022-09-18 09:50,-0.044588
2022-09-18 09:55,-0.045141
2022-09-18 10:00,-0.045621
2022-09-18 10:05,-0.046102
2022-09-18 10:10,-0.046636
2022-09-18 10:15,-0.047170
2022-09-18 10:20,-0.047551
2022-09-18 10:25,-0.047933
2022-09-18 10:30,-0.048267
2022-09-18 10:35,-0.048672
2022-09-18 10:40,-0.049119
2022-09-18 10:45,-0.049415
2022-09-18 10:50,-0.049631
2022-09-18 10:55,-0.050007
2022-09-18 11:00,-0.050795
2022-09-18 11:05,-0.051741
2022-09-18 11:10,-0.053163
2022-09-18 11:15,-0.054590
2022-09-18 11:20,-0.056040
2022-09-18 11:25,-0.058292
2022-09-18 11:30,-0.060545
2022-09-18 11:35,-0.062797
2022-09-18 11:40,-0.065111
2022-09-18 11:45,-0.067642
2022-09-18 11:50,-0.070202
2022-09-18 11:55,-0.072717
2022-09-18 12:00,-0.075616
2022-09-18 12:05,-0.078399
2022-09-18 12:10,-0.081687
2022-09-18 12:15,-0.084846
2022-09-18 12:20,-0.088371
2022-09-18 12:25,-0.091880
2022-09-18 12:30,-0.094771
2022-09-18 12:35,-0.097810
2022-09-18 12:40,-0.100988
2022-09-18 12:45,-0.105191
2022-09-18 12:50,-0.109112
2022-09-18 12:55,-0.113732
2022-09-18 13:00,-0.118846
2022-09-18 13:05,-0.123538
2022-09-18 13:10,-0.128252
2022-09-18 13:15,-0.133027
2022-09-18 13:20,-0.137590
2022-09-18 13:25,-0.141728
2022-09-18 13:30,-0.145871
2022-09-18 13:35,-0.150380
2022-09-18 13:40,-0.154741
2022-09-18 13:45,-0.158468
2022-09-18 13:50,-0.161086
2022-09-18 13:55,-0.163677
2022-09-18 14:00,-0.165542
2022-09-18 14:05,-0.167109
2022-09-18 14:10,-0.168556
2022-09-18 14:15,-0.169685
2022-09-18 14:20,-0.170089
2022-09-18 14:25,-0.170160
2022-09-18 14:30,-0.170429
2022-09-18 14:35,-0.170689
2022-09-18 14:40,-0.170391
2022-09-18 14:45,-0.170750
2022-09-18 14:50,-0.171670
2022-09-18 14:55,-0.172591
2022-09-18 15:00,-0.173511
2022-09-18 15:05,-0.174468
2022-09-18 15:10,-0.175226
2022-09-18 15:15,-0.176003
2022-09-18 15:20,-0.176954
2022-09-18 15:25,-0.177741
2022-09-18 15:30,-0.178725
2022-09-18 15:35,-0.179503
2022-09-18 15:40,-0.180261
2022-09-18 15:45,-0.180192
2022-09-18 15:50,-0.179456
2022-09-18 15:55,-0.178350
2022-09-18 16:00,-0.177187
2022-09-18 16:05,-0.175821
2022-09-18 16:10,-0.174419
2022-09-18 16:15,-0.172443
2022-09-18 16:20,-0.170162
2022-09-18 16:25,-0.167423
2022-09-18 16:30,-0.164846
2022-09-18 16:35,-0.162269
2022-09-18 16:40,-0.159415
2022-09-18 16:45,-0.156294
2022-09-18 16:50,-0.154000
2022-09-18 16:55,-0.151429
2022-09-18 17:00,-0.148876
2022-09-18 17:05,-0.146379
2022-09-18 17:10,-0.143798
2022-09-18 17:15,-0.141219
2022-09-18 17:20,-0.138926
2022-09-18 17:25,-0.136918
2022-09-18 17:30,-0.134910
2022-09-18 17:35,-0.132615
2022-09-18 17:40,-0.130034
2022-09-18 17:45,-0.127452
2022-09-18 17:50,-0.124870
2022-09-18 17:55,-0.122289
2022-09-18 18:00,-0.119420
2022-09-18 18:05,-0.116265
2022-09-18 18:10,-0.112536
2022-09-18 18:15,-0.109094
2022-09-18 18:20,-0.105652
2022-09-18 18:25,-0.102177
2022-09-18 18:30,-0.098432
2022-09-18 18:35,-0.094900
2022-09-18 18:40,-0.091457
2022-09-18 18:45,-0.088015
2022-09-18 18:50,-0.084814
2022-09-18 18:55,-0.081659
2022-09-18 19:00,-0.078481
2022-09-18 19:05,-0.075876
2022-09-18 19:10,-0.073846
2022-09-18 19:15,-0.072410
2022-09-18 19:20,-0.070953
2022-09-18 19:25,-0.069496
2022-09-18 19:30,-0.068358
2022-09-18 19:35,-0.067491
2022-09-18 19:40,-0.066419
2022-09-18 19:45,-0.065543
2022-09-18 19:50,-0.065236
2022-09-18 19:55,-0.064974
2022-09-18 20:00,-0.064954
2022-09-18 20:05,-0.064957
2022-09-18 20:10,-0.064639
2022-09-18 20:15,-0.063489
2022-09-18 20:20,-0.062278
2022-09-18 20:25,-0.060734
2022-09-18 20:30,-0.059029
2022-09-18 20:35,-0.057246
2022-09-18 20:40,-0.055211
2022-09-18 20:45,-0.053427
2022-09-18 20:50,-0.051422
2022-09-18 20:55,-0.049134
2022-09-18 21:00,-0.046789
2022-09-18 21:05,-0.043897
2022-09-18 21:10,-0.040910
2022-09-18 21:15,-0.038244
2022-09-18 21:20,-0.036409
2022-09-18 21:25,-0.034614
2022-09-18 21:30,-0.033267
2022-09-18 21:35,-0.032084
2022-09-18 21:40,-0.030977
2022-09-18 21:45,-0.030287
2022-09-18 21:50,-0.030207
2022-09-18 21:55,-0.030348
2022-09-18 22:00,-0.030048
2022-09-18 22:05,-0.030247
2022-09-18 22:10,-0.031195
2022-09-18 22:15,-0.032238
2022-09-18 22:20,-0.033096
2022-09-18 22:25,-0.033955
2022-09-18 22:30,-0.034796
2022-09-18 22:35,-0.035521
2022-09-18 22:40,-0.036245
2022-09-18 22:45,-0.036550
2022-09-18 22:50,-0.036689
2022-09-18 22:55,-0.035830
2022-09-18 23:00,-0.034823
2022-09-18 23:05,-0.034257
2022-09-18 23:10,-0.033249
2022-09-18 23:15,-0.032040
2022-09-18 23:20,-0.030830
2022-09-18 23:25,-0.029805
2022-09-18 23:30,-0.029430
2022-09-18 23:35,-0.029073
2022-09-18 23:40,-0.028738
2022-09-18 23:45,-0.028569
2022-09-18 23:50,-0.028819
2022-09-18 23:55,-0.029070
2022-09-19 00:00,-0.029737
2022-09-19 00:05,-0.030554
2022-09-19 00:10,-0.031370
2022-09-19 00:15,-0.032125
2022-09-19 00:20,-0.032748
2022-09-19 00:25,-0.033349
2022-09-19 00:30,-0.033951
2022-09-19 00:35,-0.033175
2022-09-19 00:40,-0.032399
2022-09-19 00:45,-0.031623
2022-09-19 00:50,-0.030640
2022-09-19 00:55,-0.029595
2022-09-19 01:00,-0.028653
2022-09-19 01:05,-0.027712
2022-09-19 01:10,-0.026667
2022-09-19 01:15,-0.025622
2022-09-19 01:20,-0.024555
2022-09-19 01:25,-0.023621
2022-09-19 01:30,-0.022708
2022-09-19 01:35,-0.021795
2022-09-19 01:40,-0.021609
2022-09-19 01:45,-0.021423
2022-09-19 01:50,-0.021320
2022-09-19 01:55,-0.021258
2022-09-19 02:00,-0.021685
2022-09-19 02:05,-0.021499
2022-09-19 02:10,-0.021227
2022-09-19 02:15,-0.020831
2022-09-19 02:20,-0.020273
2022-09-19 02:25,-0.019797
2022-09-19 02:30,-0.019322
2022-09-19 02:35,-0.018781
2022-09-19 02:40,-0.018234
2022-09-19 02:45,-0.017686
2022-09-19 02:50,-0.017117
2022-09-19 02:55,-0.016429
2022-09-19 03:00,-0.015741
2022-09-19 03:05,-0.014528
2022-09-19 03:10,-0.013826
2022-09-19 03:15,-0.013187
2022-09-19 03:20,-0.012132
2022-09-19 03:25,-0.011041
2022-09-19 03:30,-0.009790
2022-09-19 03:35,-0.008539
2022-09-19 03:40,-0.007618
2022-09-19 03:45,-0.006797
2022-09-19 03:50,-0.005976
2022-09-19 03:55,-0.005085
2022-09-19 04:00,-0.004412
2022-09-19 04:05,-0.003739
2022-09-19 04:10,-0.003164
2022-09-19 04:15,-0.002588
2022-09-19 04:20,-0.002035
2022-09-19 04:25,-0.002126
2022-09-19 04:30,-0.002414
2022-09-19 04:35,-0.003173
2022-09-19 04:40,-0.004002
2022-09-19 04:45,-0.004496
2022-09-19 04:50,-0.004896
2022-09-19 04:55,-0.005278
2022-09-19 05:00,-0.005754
2022-09-19 05:05,-0.006046
2022-09-19 05:10,-0.006053
2022-09-19 05:15,-0.005804
2022-09-19 05:20,-0.005555
2022-09-19 05:25,-0.005306
2022-09-19 05:30,-0.005184
2022-09-19 05:35,-0.005191
2022-09-19 05:40,-0.004760
2022-09-19 05:45,-0.004258
2022-09-19 05:50,-0.003826
2022-09-19 05:55,-0.003395
2022-09-19 06:00,-0.002981
2022-09-19 06:05,-0.002567
2022-09-19 06:10,-0.002123
2022-09-19 06:15,-0.001964
2022-09-19 06:20,-0.002060
2022-09-19 06:25,-0.001922
2022-09-19 06:30,-0.001783
2022-09-19 06:35,-0.000969
2022-09-19 06:40,0.000036
2022-09-19 06:45,0.000935
2022-09-19 06:50,0.001834
2022-09-19 06:55,0.002987
2022-09-19 07:00,0.004207
2022-09-19 07:05,0.005989
2022-09-19 07:10,0.007792
2022-09-19 07:15,0.010056
2022-09-19 07:20,0.012362
2022-09-19 07:25,0.014745
2022-09-19 07:30,0.016893
2022-09-19 07:35,0.019241
2022-09-19 07:40,0.021040
2022-09-19 07:45,0.022778
2022-09-19 07:50,0.024493
2022-09-19 07:55,0.026343
2022-09-19 08:00,0.027976
2022-09-19 08:05,0.029687
2022-09-19 08:10,0.030691
2022-09-19 08:15,0.031673
2022-09-19 08:20,0.032165
2022-09-19 08:25,0.032577
2022-09-19 08:30,0.032671
2022-09-19 08:35,0.032765
2022-09-19 08:40,0.032653
2022-09-19 08:45,0.032534
2022-09-19 08:50,0.032090
2022-09-19 08:55,0.031645
2022-09-19 09:00,0.030751
2022-09-19 09:05,0.029607
2022-09-19 09:10,0.028219
2022-09-19 09:15,0.026762
2022-09-19 09:20,0.024762
2022-09-19 09:25,0.022174
2022-09-19 09:30,0.019574
2022-09-19 09:35,0.016978
2022-09-19 09:40,0.013241
2022-09-19 09:45,0.008940
2022-09-19 09:50,0.004619
2022-09-19 09:55,0.000085
2022-09-19 10:00,-0.004869
2022-09-19 10:05,-0.009798
2022-09-19 10:10,-0.014558
2022-09-19 10:15,-0.019289
2022-09-19 10:20,-0.023992
2022-09-19 10:25,-0.028423
2022-09-19 10:30,-0.032284
2022-09-19 10:35,-0.036111
2022-09-19 10:40,-0.039889
2022-09-19 10:45,-0.043004
2022-09-19 10:50,-0.045551
2022-09-19 10:55,-0.047882
2022-09-19 11:00,-0.049675
2022-09-19 11:05,-0.051049
2022-09-19 11:10,-0.052705
2022-09-19 11:15,-0.054671
2022-09-19 11:20,-0.055642
2022-09-19 11:25,-0.056426
2022-09-19 11:30,-0.057863
2022-09-19 11:35,-0.058583
2022-09-19 11:40,-0.059063
2022-09-19 11:45,-0.059579
2022-09-19 11:50,-0.059617
2022-09-19 11:55,-0.059656
2022-09-19 12:00,-0.059881
2022-09-19 12:05,-0.060666
2022-09-19 12:10,-0.061592
2022-09-19 12:15,-0.061804
2022-09-19 12:20,-0.061103
2022-09-19 12:25,-0.061328
2022-09-19 12:30,-0.061431
2022-09-19 12:35,-0.060426
2022-09-19 12:40,-0.059925
2022-09-19 12:45,-0.059648
2022-09-19 12:50,-0.059098
2022-09-19 12:55,-0.058479
2022-09-19 13:00,-0.057861
2022-09-19 13:05,-0.056587
2022-09-19 13:10,-0.054166
2022-09-19 13:15,-0.051069
2022-09-19 13:20,-0.048112
2022-09-19 13:25,-0.045716
2022-09-19 13:30,-0.043304
2022-09-19 13:35,-0.040841
2022-09-19 13:40,-0.038437
2022-09-19 13:45,-0.036230
2022-09-19 13:50,-0.033994
2022-09-19 13:55,-0.031807
2022-09-19 14:00,-0.029688
2022-09-19 14:05,-0.027556
2022-09-19 14:10,-0.025671
2022-09-19 14:15,-0.024291
2022-09-19 14:20,-0.023438
2022-09-19 14:25,-0.022516
2022-09-19 14:30,-0.021080
2022-09-19 14:35,-0.019055
2022-09-19 14:40,-0.017185
2022-09-19 14:45,-0.014896
2022-09-19 14:50,-0.012606
2022-09-19 14:55,-0.010096
2022-09-19 15:00,-0.007127
2022-09-19 15:05,-0.004158
